ID	EGAR00001193088	EGAR00001193082	EGAR00001193062	EGAR00001193016	EGAR00001193014	EGAR00001193032	EGAR00001193066	EGAR00001193060	EGAR00001193048	EGAR00001193040	EGAR00001193068	EGAR00001193080	EGAR00001193078	EGAR00001193064	EGAR00001193058	EGAR00001193090	EGAR00001193052	EGAR00001193018	EGAR00001193056	EGAR00001193034	EGAR00001193074	EGAR00001193028	EGAR00001193076	EGAR00001193084	EGAR00001193044	EGAR00001193012	EGAR00001193070	EGAR00001193030	EGAR00001193026	EGAR00001193046	EGAR00001193054	EGAR00001193050	EGAR00001193038	EGAR00001193022	EGAR00001193020	EGAR00001193042	EGAR00001193086	EGAR00001193024	EGAR00001193036	EGAR00001193072
5__154871730__154872651__5:154871730|154872651	0.0816	0.0769	0.0829	0.1161	0.0381	0.045	0.0171	0.0816	0.0559	0.0954	0.0596	0.0412	0.0316	0.1936	0.0768	0.1277	0.0373	0.1408	0.0956	0.0415	0.1027	0.1031	0.0741	0.123	0	0.1194	0.1315	0.1632	0.0348	0.0797	0.2074	0.0985	0.11	0.0951	0.0596	0.1077	0.1266	0.0793	0.085	0.0434
5__157241646__157244478__5:157241646|157244478	0.0612	0.0615	0.0415	0.0929	0.0763	0.0751	0.0684	0.0204	0.0931	0.0954	0.1192	0.0206	0.0632	0.1548	0	0.0365	0.0932	0.1006	0.0239	0.0415	0.1027	0.1031	0.1185	0.1076	0.0958	0.0853	0.0438	0.0408	0.0174	0.1275	0.0691	0.0985	0.0786	0	0	0.1616	0.0362	0.0529	0.0638	0.0868
5__157294783__157304366__5:157294783|157304366	0.0408	0.0615	0.0622	0.0348	0.0381	0.03	0	0	0.0186	0.1193	0.0596	0.103	0.0474	0.0581	0.1152	0	0.0559	0.0201	0.0478	0.0831	0.0685	0.0515	0.0444	0.0769	0.0639	0.0512	0.0658	0.1632	0.0522	0.0637	0.0519	0.0197	0.0393	0.0158	0.0298	0.0898	0	0.119	0.085	0.0651
5__168488602__168494650__5:168488602|168494650	0.1835	0.2923	2.0311	2.3213	0.2288	0.5554	0.1709	0.102	0.3166	3.1249	1.3704	0.412	2.2449	4.413	2.8809	0.3465	0.2237	2.7365	0.2869	1.8066	1.8483	0.4124	1.9554	0.3537	0.2874	1.7569	0.5042	0.4897	0.2438	0.5098	0.4148	0.335	0.3535	0.2376	0.328	3.4828	0.2712	0.3569	2.0833	1.867
5__168488602__168497348__5:168488602|168497348	0.102	0.1231	0.0622	0.2786	0.1144	0.1951	0.1197	0.0612	0	0.0954	0.1589	0.1236	0.1897	0.3871	0.2113	0.1641	0.317	0.2817	0.1195	0.1869	0.1711	0.2577	0.1481	0.0923	0.2395	0.1535	0.1973	0.3061	0.209	0.1115	0.0691	0.2364	0.0471	0.1267	0.1193	0.3591	0.1627	0.3172	0.1913	0.152
5__168500591__168502105__5:168500591|168502105	0.1223	0.0462	0.0207	0.0232	0.0381	0.0751	0.0855	0.0204	0.0372	0	0.0596	0.0618	0	0.0387	0	0	0.0559	0	0.0478	0.0831	0	0.1031	0.0148	0	0	0.0341	0.0877	0.0816	0.0174	0.0637	0.0346	0	0.0471	0	0.0298	0.0898	0.0542	0.0132	0.0425	0.0217
5__169803058__169840852__5:169803058|169840852	0.0408	0.0308	0.1036	0.0232	0.0191	0.0901	0.0342	0	0.0559	0.0477	0.0596	0.0618	0.0316	0.0774	0.0384	0	0	0	0	0	0.0685	0.0773	0.0593	0.0769	0.0479	0.0512	0.0877	0.0816	0	0	0.0173	0	0.0314	0.0475	0.0895	0.018	0.0362	0.0397	0.0425	0.0217
5__171390051__171392978__5:171390051|171392978	0.1835	0.1077	0.1658	0.2902	0.2097	0.2702	0.0171	0.0612	0.1304	0.334	0.2582	0.1854	0.1739	0.3871	0.2497	0.1641	0.2051	0.2213	0.0956	0.1661	0.0685	0.1546	0.1185	0.1999	0.1437	0.2388	0.1315	0.0816	0.1045	0.2231	0.2074	0.1773	0.2514	0.2218	0.1789	0.2513	0.0904	0.1057	0.1063	0.0651
5__171391305__171392978__5:171391305|171392978	0.1427	0.2769	0.5181	0.5687	0.3241	0.3603	0.1026	0.0816	0.0931	0.5964	0.3178	0.3502	0.2529	0.6194	0.3265	0.1824	0.3729	0.3219	0.0239	0.4776	0.3765	0.232	0.3111	0.2768	0.4471	0.4776	0.285	0.5917	0.2438	0.2868	0.3803	0.3744	0.3299	0.301	0.2087	0.4668	0.217	0.185	0.2338	0.1303
5__171391305__171400210__5:171391305|171400210	0.0408	0	0.0415	0.0464	0.0191	0.045	0	0	0	0	0.0397	0	0.0158	0.0968	0	0	0	0	0	0.0208	0	0	0.0296	0.0615	0	0.0682	0.0438	0	0.0348	0	0.0173	0.0591	0.0314	0.0158	0	0.1077	0	0.0132	0	0
5__171391305__171400925__5:171391305|171400925	0.0408	0.0154	0	0.0348	0	0.06	0	0.0408	0.0186	0.0954	0	0.0206	0.0316	0.0581	0.0576	0	0.0373	0.0805	0.0239	0.0623	0	0	0.0444	0.0461	0.016	0.0682	0.0877	0.102	0	0.0478	0.1556	0.0394	0.0393	0.0158	0.0596	0.0898	0.0542	0.0661	0.0638	0
5__171392710__171392978__5:171392710|171392978	0.367	0.4308	0.6632	0.4526	0.5147	0.4954	0.3077	0.2653	0.2607	0.5009	0.5164	0.412	0.4901	1.1032	0.4417	0.5471	0.6153	0.664	0.263	0.5399	0.3423	0.7217	0.5185	0.3537	0.7185	0.5799	0.5261	0.7141	0.2786	0.6054	0.5877	0.6305	0.6284	0.507	0.4771	0.5206	0.3616	0.5155	0.3189	0.3039
5__172052929__172061268__5:172052929|172061268	0.0408	0.0308	0.0622	0.0929	0	0.06	0	0.0204	0	0.0477	0.0199	0.0206	0.0632	0.0581	0	0.0365	0	0.0604	0	0.0623	0	0	0.0148	0.1076	0.0639	0.0682	0.0219	0.0612	0.0522	0.1115	0	0.0394	0.0628	0.0475	0	0.0718	0.0904	0.0661	0	0.0651
5__172932436__172935310__5:172932436|172935310	0.0408	0	0.0415	0.0232	0	0.045	0.0171	0	0	0	0.0199	0	0	0.0387	0.0384	0.0182	0	0.0604	0	0.0623	0.0342	0.0258	0.0148	0.0308	0.0319	0	0.0877	0.0408	0.0174	0.0478	0.0173	0.0197	0.0236	0.0475	0	0.0359	0	0	0	0.0217
5__173108624__173112379__5:173108624|173112379	0.1631	0.2308	0.2694	0.2553	0.1525	0.1801	0.0855	0.1428	0.1676	0.2863	0.2383	0.2678	0.1581	0.4645	0.4033	0.1459	0.1678	0.3018	0.1913	0.1661	0.1369	0.2835	0.2222	0.2614	0.3353	0.2559	0.2411	0.5305	0.1219	0.2709	0.2766	0.2955	0.2435	0.1743	0.1491	0.3411	0.1446	0.1586	0.3401	0.2388
5__173108624__173123202__5:173108624|173123202	0.0816	0.0462	0.1658	0.1045	0.0763	0.0751	0.1026	0.0612	0.0559	0.1193	0.139	0.0412	0.0632	0.1936	0.0768	0.1459	0.1119	0.0604	0.0239	0.0623	0.0685	0.1289	0.1037	0.0461	0.0479	0.1194	0.1534	0.0408	0.1045	0.1275	0.121	0.0591	0.1257	0.0634	0.0298	0.0898	0.0904	0.1322	0.0425	0.0868
5__176350613__176355749__5:176350613|176355749	0.0408	0.0462	0	0.0812	0	0.045	0.0171	0.0204	0	0.0477	0	0	0.0316	0.0387	0	0.0182	0	0	0	0	0	0	0.0296	0.0154	0	0.0341	0	0	0.0348	0	0.0346	0	0.0471	0.0158	0.0298	0.0539	0	0.0661	0.0638	0
5__176498914__176500146__5:176498914|176500146	0.0612	0.0615	0	0.0812	0.0381	0.1351	0.0513	0.0204	0	0	0	0	0.0316	0.0968	0.0768	0.0547	0.0373	0.0604	0.0239	0	0.0342	0.0258	0.0444	0.0923	0.0798	0.0512	0	0.0408	0.0348	0.0478	0.0346	0.0591	0.0236	0.0158	0	0.0718	0	0.0925	0.0638	0.0868
5__176943335__176958154__5:176943335|176958154	0.2447	0.4616	0.5596	0.6732	0.2478	0.7506	0.4273	0.1837	0.2793	0.9065	0.6356	0.5562	0.5059	0.9097	0.6722	0.5653	0.7458	0.6439	0.3586	0.5814	0.3423	0.799	0.5185	0.3537	0.6866	0.5799	0.4165	1.2446	0.505	0.8126	0.605	0.7093	0.597	0.507	0.4473	0.8258	0.7413	0.4626	0.5952	0.4776
5__176975396__176982623__5:176975396|176982623	0.1223	0.2154	0.0207	0.0929	0	0	0.0171	0.1224	0.0559	0.167	0	0.0618	0.0474	0.1355	0.0192	0.0912	0.0373	0.0805	0.1674	0.0623	0	0.1546	0	0.0923	0.0798	0.0512	0	0.1224	0.0522	0.0319	0	0.1182	0	0.0634	0.0298	0.0898	0.0904	0.0661	0.0638	0.0868
5__177209636__177212195__5:177209636|177212195	0.0612	0	0	0.0348	0.0572	0.0751	0	0	0	0.0239	0.0397	0	0.0316	0.0581	0.0576	0.0365	0.0373	0.0201	0	0.0415	0	0.0258	0.0444	0.0308	0.016	0.0171	0.0658	0.0408	0	0.0797	0	0.0591	0.0236	0.0475	0.0895	0.0539	0.0181	0	0.0638	0
5__179705679__179707190__5:179705679|179707190	0.0408	0.0154	0.0622	0.058	0.0381	0.03	0	0	0.0186	0	0.0397	0.0206	0.0158	0.0581	0	0.0729	0.0186	0	0.0239	0.0208	0	0.0773	0.0296	0.0154	0.0958	0.0341	0.0658	0	0	0.0478	0	0	0.0314	0	0	0.0898	0.0181	0.0529	0.0213	0
5__179705679__179710065__5:179705679|179710065	0.0408	0.1077	0.1451	0.0464	0.1906	0.03	0.0342	0.102	0.0559	0.2624	0.0794	0.0824	0.0632	0.2903	0.1729	0.1094	0.0746	0.2415	0.0956	0.1246	0.1711	0.1546	0.2666	0.123	0.2395	0.1023	0.1973	0.2857	0.0871	0.1115	0.2247	0.2364	0.1335	0.0475	0.0596	0.1257	0.0362	0.1057	0.1276	0.152
5__179709873__179716294__5:179709873|179716294	0.0408	0.0615	0.0829	0.0696	0.0572	0.1801	0.0342	0	0.0559	0.0239	0.0794	0.0412	0.079	0.0194	0.0768	0.0729	0.0186	0.0805	0.1195	0	0.0342	0.0515	0.0741	0.0308	0.0639	0.0853	0.0438	0.0816	0	0	0.0691	0.0788	0.0236	0.0634	0.0596	0.1436	0.0181	0.0264	0.0425	0
5__179841907__179853437__5:179841907|179853437	0.0408	0.0154	0.0622	0.0116	0.0191	0	0	0.0408	0.0372	0.0239	0	0.0412	0.0158	0.0387	0	0.0182	0.0186	0.0604	0	0	0	0	0.0444	0.0461	0	0	0.0438	0	0.0348	0	0	0.0394	0.0314	0	0	0.0539	0	0	0.0213	0
5__180238332__180241155__5:180238332|180241155	0.0612	0.1077	0.0622	0.1161	0.0763	0.1351	0.0684	0	0.0745	0.0954	0.0794	0.0618	0.079	0.1742	0.1152	0.1459	0.0559	0.0201	0.0717	0.1038	0.0342	0.1546	0.1333	0.1538	0.1437	0.0512	0.1973	0.2244	0.1045	0.1115	0.0346	0.1182	0.0236	0.0792	0.2087	0.0718	0.0181	0.0661	0.1276	0.0217
5__180261684__180280608__5:180261684|180280608	0.102	0.0615	0.1865	0.0812	0.0953	0.1501	0.0342	0.0816	0.0372	0.2863	0.1589	0.0824	0.079	0.1548	0.1921	0.1824	0.1865	0.0604	0.0717	0.0623	0	0.0773	0.1185	0.0615	0.2235	0.1365	0.2192	0.1632	0.0522	0.1593	0.2074	0.0985	0.1021	0.1901	0.1789	0.2154	0.1085	0.119	0.1701	0.2605
5__180549931__180553471__5:180549931|180553471	0.0816	0.0769	0.0829	0.0812	0.0191	0.0751	0.0684	0.0816	0.0372	0.1431	0.0596	0.103	0.1581	0.1355	0.096	0.0182	0.0559	0.0604	0.0956	0.1038	0.1369	0.0773	0.0741	0.0923	0.1277	0.0171	0.0877	0.2448	0.0348	0.1593	0.121	0.1773	0.0707	0.0634	0.1193	0.0359	0.0904	0.0661	0.0425	0.1303
6__592469__599225__6:592469|599225	0.0612	0.1231	0.0829	0.0464	0.0763	0.0901	0.0513	0.0612	0.1117	0.2147	0.0794	0.1854	0.1107	0.1355	0.1152	0.1277	0.0559	0.161	0.0717	0.0623	0.0342	0.1804	0.1333	0.1076	0.1597	0.1023	0	0.1836	0.1219	0.0797	0.121	0.0591	0.1414	0.0475	0.1491	0.2334	0	0.1454	0.1701	0.0868
6__2835856__2836250__6:2835856|2836250	0.0408	0.0615	0.0207	0.1509	0.0763	0.1951	0.0513	0	0.0745	0.1193	0.0596	0.103	0.0632	0.0968	0.1536	0.0912	0.0373	0.1811	0.0478	0.1246	0.0685	0.0773	0.0889	0.0461	0.1118	0	0.0658	0.1836	0	0	0.121	0.0394	0.1178	0.0317	0.0895	0.1436	0	0.0793	0.0638	0
6__3076764__3077935__6:3076764|3077935	0.102	0.0308	0.3938	0.0929	0.0572	0.1501	0.1367	0	0.1676	0.1908	0.1986	0.0206	0.3004	0.4452	0.096	0.31	0.1119	0.4225	0.0478	0.4568	0.1711	0.1031	0.0741	0.123	0.0639	0.0853	0.1096	0.102	0.1567	0.4143	0.3975	0.0985	0.4399	0.1267	0.1193	0.1257	0.1266	0.119	0.1701	0.3691
6__3410188__3415855__6:3410188|3415855	0.0612	0	0.1451	0.1161	0.0191	0.045	0.0855	0	0.0559	0.0716	0.0199	0	0.0632	0.1355	0.0384	0.0365	0.0373	0.0604	0.0239	0.1038	0.0342	0.0258	0	0.0461	0.0639	0.0512	0.0219	0	0.0697	0.0478	0.121	0.0394	0.0628	0.0158	0.0298	0.0898	0.0362	0.0397	0.0213	0.0651
6__4891713__4892379__6:4891713|4892379	0.5301	0.6308	0.3731	0.9865	0.5147	0.8256	0.1709	0.2449	0.3725	0.6918	0.4965	0.8034	0.6007	0.7355	0.7682	0.6018	0.4475	0.503	0.3826	0.5191	0.7188	0.9021	0.6518	0.5997	0.9421	0.5117	0.7891	1.0202	0.2786	0.478	0.7259	0.5911	0.6442	0.4911	0.5069	1.0772	0.6328	0.5419	0.5527	0.673
6__5404542__5431172__6:5404542|5431172	0.1427	0.0769	0.1451	0.1741	0.0763	0.1501	0	0.0816	0.0745	0.167	0.1986	0.103	0.1739	0.3677	0.1921	0.1459	0.2237	0.3421	0.1674	0.1246	0.2054	0.2062	0.0741	0.2306	0.1277	0.0853	0.1754	0.1224	0.0697	0.1434	0.1728	0.197	0.1807	0.1109	0.0596	0.1975	0.1627	0.185	0.1063	0.1085
6__7176655__7189322__6:7176655|7189322	0.0612	0.0769	0.0829	0.0812	0.0763	0.06	0.0513	0.0612	0.0186	0.1431	0.0397	0.1236	0.1581	0.1548	0.096	0.0912	0.0932	0.1207	0.0478	0.2077	0.0685	0.1031	0.0741	0.0769	0.0639	0.1194	0.1315	0.1632	0.1219	0.0956	0.1383	0.0788	0.1021	0.0475	0.0298	0.2513	0.1266	0.1322	0.0425	0.1303
6__7181124__7189322__6:7181124|7189322	0.0408	0.0462	0.0415	0.1161	0	0.0901	0	0	0.0186	0	0.0397	0	0.0158	0.0387	0.0384	0.0365	0.0932	0.0201	0.0717	0	0	0.0258	0.0593	0	0	0.0682	0.0219	0	0	0.0159	0.0173	0	0.0079	0.0475	0.0298	0.1616	0.0904	0.1057	0.0425	0
6__7303550__7310029__6:7303550|7310029	0.4078	0.2616	0.3316	0.824	0.1906	0.4053	0.1709	0	0.0186	0.5964	0.2781	0.3502	0.0949	0.0968	0.6146	0.3647	0.4661	0.6036	0.3586	0.2907	0.4792	0.4124	0.237	0.4613	0.3513	0.4435	0.5918	0.1224	0.2612	0.0637	0.7605	0.1379	0.4085	0.3802	0.5069	0	0.1989	0.1057	0.4677	0.3474
6__7410386__7411451__6:7410386|7411451	0.0612	0.0308	0.0415	0.0348	0.0381	0.015	0.0171	0.0408	0	0.0477	0.0794	0.0412	0	0	0	0	0	0	0.0478	0	0	0	0.0889	0	0	0.0853	0.0219	0.1224	0	0.0159	0.0519	0.0394	0.0628	0.0158	0.0596	0.018	0.0542	0.0397	0	0.0434
6__7602623__7606195__6:7602623|7606195	0.1427	0.1077	0.0829	0.2321	0	0.1201	0.0684	0.0204	0	0.334	0.1589	0.0824	0.1107	0.329	0.1921	0.0729	0.2237	0.161	0.1195	0.1454	0.0342	0.2577	0.0889	0.1999	0.1437	0.1706	0.0877	0.2857	0.1393	0.1275	0.1728	0.1379	0.1178	0.0792	0.1193	0.1616	0.1266	0.1718	0.1276	0.0868
6__10702369__10702639__6:10702369|10702639	0.0408	0.0615	0.0207	0.0348	0.1144	0.06	0	0.0408	0	0.0716	0.0794	0	0.0158	0.0581	0.1344	0.0729	0	0.0604	0	0.0208	0.1369	0	0.0741	0.0154	0.0319	0.0512	0.0658	0	0	0.0319	0.0346	0.0591	0.055	0	0.0596	0.0359	0	0.0264	0	0.0651
6__13579451__13584225__6:13579451|13584225	0.5709	0.877	1.285	1.4276	0.896	1.5762	0.547	0.3877	0.6332	1.5744	1.1718	0.9888	1.3754	2.1678	1.6901	1.2218	0.8017	1.5896	0.789	1.3913	1.0268	1.2887	0.6666	1.6299	1.0059	0.9211	1.1179	2.2036	1.1144	0.94	1.4692	0.2167	1.0212	0.602	0.6858	1.8312	0.922	1.0574	1.2755	1.6065
6__13632370__13644729__6:13632370|13644729	0.4078	0.5539	0.4974	0.7312	0.305	0.5254	0.2735	0.3061	0.2793	1.0257	0.437	0.6798	0.6324	0.871	0.7106	0.7477	0.7831	0.6439	0.5499	0.5607	0.5476	0.5155	0.6074	0.5535	0.5748	0.5288	0.0438	0.959	0.5572	0.4939	0.6741	0.5714	0.6049	0.6496	0.5665	0.772	0.5966	0.5419	0.659	0.6079
6__13639563__13644729__6:13639563|13644729	0.2243	0.4769	0.4145	0.5687	0.2669	0.6004	0.0684	0.3061	0.3538	0.0954	0.3575	0.4944	0.3794	0.871	0.4994	0.3282	0.4475	0.5634	0.2869	0.4361	0.1369	0.232	0.3703	0.4152	0.6227	0.3411	0.5918	0.1632	0.3134	0.478	0.5012	0.6305	0.3378	0.3485	0.0298	0.5027	0.217	0.0661	0.574	0.5427
6__16326394__16328470__6:16326394|16328470	0.0816	0.0462	0.1244	0.0812	0.1525	0.045	0.0171	0.0408	0.0931	0.0477	0	0.1854	0.0949	0.0387	0.0768	0.0547	0.0559	0.1811	0.0239	0.1661	0	0.0773	0.1185	0.0615	0.0798	0.0341	0.1534	0.1224	0.0697	0.1434	0.121	0.0394	0.0707	0.0951	0.0298	0.0539	0.1446	0.0793	0.1488	0.0651
6__18236452__18237516__6:18236452|18237516	0.0816	0.2	0.1865	0.2205	0.0953	0.1051	0.0513	0.102	0.0372	0.334	0.1986	0.2266	0.1107	0.2129	0.2497	0.1094	0.1678	0.1408	0.0956	0.1454	0.3081	0.0773	0.1185	0.1999	0.1437	0.1194	0.1315	0.3265	0.1045	0.1115	0.0346	0.1379	0.1807	0.1109	0.0895	0.3411	0.235	0.185	0.1913	0.0651
6__18236452__18258405__6:18236452|18258405	0.1223	0.2616	0.228	0.2669	0.1716	0.3753	0.0855	0.1632	0.0745	0.2385	0.1986	0.2884	0.2213	0.6387	0.2689	0.2188	0.1678	0.2415	0.1435	0.3946	0.2396	0.2835	0.1926	0.2153	0.3193	0.1535	0.3726	0.2653	0.1741	0.2709	0.3975	0.3547	0.2671	0.1584	0.1491	0.3231	0.217	0.3304	0.1063	0.1954
6__18255731__18258405__6:18255731|18258405	0.0408	0.0615	0.1865	0.0464	0.0191	0.06	0.0513	0	0	0.0954	0.0397	0.103	0.0158	0.0387	0.0384	0.0182	0.0373	0	0.0239	0.0415	0	0	0.0444	0.0154	0.016	0.0512	0.0438	0.1224	0	0.0319	0.0691	0.0197	0.0314	0.0475	0.0596	0.0539	0.0362	0.0264	0.0638	0.0868
6__18256361__18258405__6:18256361|18258405	0.0408	0.0308	0	0.0696	0	0.1201	0.0342	0.0204	0.0559	0.0954	0.0794	0.0618	0.1581	0.1161	0.0384	0.0547	0.0559	0.0604	0.0717	0.1661	0.1027	0.0515	0.0296	0.0615	0.0479	0.0341	0.0438	0	0	0.0956	0.0864	0.0985	0.0707	0.0158	0.1193	0.0718	0.0904	0.0925	0.1276	0.0217
6__20546346__20548705__6:20546346|20548705	0.1223	0.1077	0.1244	0.1625	0.1525	0.2102	0.0855	0.102	0.0931	0.167	0.1589	0.206	0.1739	0.271	0.1729	0.1094	0.0932	0.1811	0.1674	0.1869	0.1369	0.2577	0.1333	0.1538	0.1916	0.2047	0.1754	0.4081	0.2786	0.1753	0.0864	0.1182	0.1728	0.1267	0.1491	0.2334	0.1446	0.119	0.1488	0.1737
6__24416397__24418578__6:24416397|24418578	0.1223	0.1385	0.0829	0.1973	0.0572	0.1951	0.0513	0.1428	0.0186	0.2147	0.0993	0.103	0.1897	0.3677	0.1536	0.0912	0.1865	0.0805	0.0717	0.1038	0.1711	0.1289	0.1333	0.2306	0.2235	0.0682	0.1534	0.2244	0.1219	0.1434	0.1383	0.1773	0.1257	0.0792	0.0596	0.2872	0.1085	0.0793	0.1488	0.2171
6__24869094__24872959__6:24869094|24872959	0.0816	0.0154	0.1244	0.0464	0	0.03	0	0.0816	0.0186	0.1193	0.0397	0	0.079	0.0194	0	0.1641	0.0746	0.0402	0	0.0208	0	0.0258	0.0444	0	0.0479	0.0853	0	0	0.0697	0.0478	0.0864	0.0394	0.0236	0.0475	0.0895	0.0718	0.0904	0	0	0.0217
6__25482257__25488585__6:25482257|25488585	0.0408	0	0	0.0464	0.0191	0.03	0	0.0408	0.0186	0.0954	0.0794	0.0206	0.0632	0.1161	0.0768	0	0.0186	0.0604	0.0239	0	0	0	0	0.0615	0.0479	0	0.0877	0.0816	0.0348	0.0956	0.0346	0	0.0393	0	0.0298	0.0539	0.0181	0	0.0425	0
6__25482257__25500235__6:25482257|25500235	0.0816	0.0154	0.0207	0.0116	0	0.045	0	0.0204	0	0	0.0596	0.0412	0	0.0387	0	0.0182	0.0186	0	0	0.0623	0.0685	0	0	0.0615	0.0319	0.0171	0.0219	0.0612	0.0522	0.0159	0.0346	0	0.0236	0	0.0298	0	0.0723	0	0	0
6__25515675__25520337__6:25515675|25520337	0.102	0.0462	0	0.0812	0	0.06	0.0171	0	0.0372	0.0716	0.0596	0.0412	0.0632	0.0387	0.0384	0.0365	0	0.0604	0.0239	0.0208	0.0342	0.1289	0.0296	0.0615	0	0	0.0877	0.0816	0.0871	0.0956	0.0519	0.0197	0.0236	0.0317	0.0895	0.0898	0	0.0397	0.0213	0.0651
6__28248067__28249834__6:28248067|28249834	0.0408	0.0615	0.0622	0.0232	0.0572	0.015	0	0.0204	0.0372	0.0954	0	0.0618	0.0632	0.0581	0	0	0	0	0	0	0.0685	0.0515	0.0593	0.0308	0.0319	0.0512	0.0658	0.1224	0	0	0.0346	0.0197	0.0707	0.0317	0	0.018	0	0	0.0425	0.0434
6__30021667__30035983__6:30021667|30035983	0.0408	0.0462	0.1658	0.0812	0	0.0901	0	0	0.0745	0.0477	0.0596	0	0.0316	0.0581	0.0576	0.0729	0.0373	0.0604	0.0956	0.0415	0.1711	0.0258	0	0.0615	0.0479	0.0853	0.0219	0.0816	0.0174	0.0478	0.0519	0.0197	0.0628	0.0158	0	0.1077	0	0.0264	0.0638	0.1303
6__30580406__30582507__6:30580406|30582507	0.0612	0.0308	0.0207	0.0348	0	0	0.0171	0	0	0.0716	0	0.0206	0.0158	0.0387	0.0192	0.0365	0.0559	0.0402	0	0	0.1027	0	0.0148	0.0615	0	0.0171	0	0	0	0.0319	0.0173	0.0788	0.0157	0.0634	0	0	0.0723	0.0264	0.0213	0
6__30650994__30651466__6:30650994|30651466	0.2447	0.4616	0.3938	0.4759	0.3622	0.5254	0.2906	0.1632	0.2793	0.334	0.4171	0.3296	0.3794	0.6581	0.4609	0.4194	0.2237	0.5634	0.3826	0.4153	0.2054	0.4124	0.3703	0.4305	0.5429	0.4264	0.6795	0.7141	0.296	0.4621	0.5358	0.335	0.3535	0.3961	0.2982	0.6283	0.4158	0.3701	0.4889	0.4993
6__30670410__30671274__6:30670410|30671274	0.0612	0.0615	0.0622	0.1973	0	0.2102	0.0342	0	0.0559	0.0716	0.1788	0.0412	0.1423	0.1742	0.1536	0.2371	0.1678	0.1408	0	0.0208	0.0342	0.1804	0.1037	0.0461	0.0798	0.0853	0.0877	0.1836	0.0871	0.0637	0.121	0.1379	0.1178	0.0634	0.1193	0.1077	0.0904	0.0397	0.1063	0.0868
6__31148405__31148728__6:31148405|31148728	0.0612	0	0.1036	0.1277	0.0763	0.06	0.0513	0	0.0931	0	0.0993	0	0.079	0.1548	0.0384	0.0182	0.1305	0	0	0.1038	0	0	0	0.0308	0.0319	0.1194	0	0.0408	0	0.0478	0	0.0788	0.0628	0.0158	0	0	0.0723	0.0529	0.0425	0.0434
6__34606555__34606904__6:34606555|34606904	0.102	0.0769	0.1451	0.1741	0	0.0901	0.0855	0.0816	0.0745	0.0716	0.1788	0.103	0.1107	0.0581	0.2689	0.1277	0.1865	0.1207	0.0956	0.1661	0.1369	0.0515	0.1481	0.1845	0.1277	0.0682	0.2192	0.1632	0.1567	0.0797	0.1383	0.197	0.11	0.0634	0.0298	0.2334	0.1989	0.119	0.1276	0.1085
6__34606555__34646798__6:34606555|34646798	0.1427	0.1077	0.1658	0.3134	0.1906	0.1201	0.1026	0.102	0.0372	0.167	0.0993	0.0824	0.2371	0.2516	0.2305	0.1459	0.1119	0.1408	0.0478	0.1661	0.2396	0.1289	0.1185	0.0769	0.1597	0.2217	0.1096	0.1632	0.1915	0.0956	0.2074	0.1576	0.2357	0.0634	0.1193	0.3591	0.1808	0.0793	0.2338	0.0868
6__35312302__35312772__6:35312302|35312772	0.3874	0.2923	0.1036	0.441	0.1144	0.4053	0.2393	0.1632	0.149	0.4294	0.4767	0.2678	0.4585	0.6387	0.557	0.4194	0.4475	0.6439	0.3108	0.4153	0.3423	0.3351	0.5481	0.3537	0.6387	0.4094	0.4822	0.6121	0.3308	0.0956	0.4667	0.4926	0.4242	0.3961	0.2982	0.772	0.4158	0.3436	0.4889	0.4125
6__35619096__35620274__6:35619096|35620274	0.0816	0.0615	0.0415	0.058	0.0381	0.03	0	0	0	0.0477	0.0199	0.0412	0.0158	0.0774	0.0384	0.0729	0	0.0402	0.0478	0.0623	0.1027	0.0773	0.0444	0.0461	0.0639	0.0341	0	0.0204	0.0348	0.0637	0.0173	0.0591	0.0393	0	0.0895	0.1616	0	0.0397	0.0213	0.0217
6__35619096__35642843__6:35619096|35642843	0.0408	0.0923	0.228	0.2205	0.1525	0.1501	0.0342	0.0204	0.149	0.1431	0.0397	0.2266	0.1265	0.3677	0.0768	0.1094	0.2237	0.1811	0.0478	0.1661	0.1027	0.1804	0.1333	0.0923	0.3034	0.1706	0.1534	0.3061	0.0697	0.1593	0.2074	0.1773	0.1964	0.1901	0.2087	0.1795	0.0542	0.1057	0.085	0.152
6__35637014__35642843__6:35637014|35642843	0.102	0.0462	0	0.0812	0	0.06	0.0513	0.0204	0.0186	0.0716	0	0.0618	0.0949	0.0581	0.0384	0.0912	0.0559	0.0201	0.0239	0.0623	0	0	0.0593	0.0769	0.1277	0.1194	0.0438	0.1224	0.0348	0.0159	0.0864	0.0394	0.0707	0	0.0596	0.0718	0	0.0264	0.0213	0.0217
6__36515338__36521817__6:36515338|36521817	0.0408	0.0154	0	0.0464	0	0.03	0	0	0.0931	0.1193	0.0199	0.0618	0.0158	0.0774	0.0384	0	0	0.0604	0	0	0.0342	0	0.0148	0.0923	0.0319	0.0682	0.0658	0.0612	0.0348	0.0319	0.0691	0	0.0471	0.0158	0.0596	0.1077	0.0181	0.0132	0.0213	0.0868
