ID	EGAR00001193088	EGAR00001193082	EGAR00001193062	EGAR00001193016	EGAR00001193014	EGAR00001193032	EGAR00001193066	EGAR00001193060	EGAR00001193048	EGAR00001193040	EGAR00001193068	EGAR00001193080	EGAR00001193078	EGAR00001193064	EGAR00001193058	EGAR00001193090	EGAR00001193052	EGAR00001193018	EGAR00001193056	EGAR00001193034	EGAR00001193074	EGAR00001193028	EGAR00001193076	EGAR00001193084	EGAR00001193044	EGAR00001193012	EGAR00001193070	EGAR00001193030	EGAR00001193026	EGAR00001193046	EGAR00001193054	EGAR00001193050	EGAR00001193038	EGAR00001193022	EGAR00001193020	EGAR00001193042	EGAR00001193086	EGAR00001193024	EGAR00001193036	EGAR00001193072
2__37003542__37007304__2:37003542|37007304	0	0	0.0829	0.0232	0.0191	0.0901	0	0	0.0559	0.0477	0	0.0206	0.0316	0	0	0.0365	0	0.0402	0	0	0	0.0515	0.0593	0.0154	0	0	0.0219	0.0204	0	0.0159	0	0.0591	0.0157	0	0	0.0359	0	0	0.0425	0.0434
2__37019809__37020836__2:37019809|37020836	0.0204	0	0.0415	0	0	0.1201	0	0	0	0	0	0	0	0.0968	0	0	0.0559	0	0	0.0415	0	0	0	0.0615	0	0.0512	0.0877	0.0204	0.0174	0.0319	0.0173	0.0394	0.0314	0.0158	0	0.1077	0.0181	0.0132	0.0425	0
2__37058451__37058987__2:37058451|37058987	0.0204	0.0154	0.0415	0.0232	0	0.06	0	0	0.0372	0.0954	0	0.0618	0.079	0.0387	0.1344	0.0547	0.0373	0	0.0239	0	0.0342	0.0515	0	0.0615	0.016	0.0341	0	0.1224	0.0174	0.0478	0.0173	0.0394	0.0628	0	0	0.0539	0.0362	0.0264	0	0.0217
2__38309379__38319019__2:38309379|38319019	0	0.0154	0.0415	0.0348	0.0381	0.0751	0.0171	0	0	0.0239	0.0397	0.0824	0.0949	0.0387	0.0768	0.0729	0	0.0604	0.0478	0.1246	0	0	0.0741	0.0308	0.0639	0.1023	0.0219	0.0612	0.0348	0.0637	0.0519	0.0394	0.055	0.0475	0.0298	0.1257	0.0181	0.0925	0.0425	0.0651
2__43912432__43918398__2:43912432|43918398	0	0.0154	0.0829	0.058	0	0.03	0	0.0204	0.0372	0	0.0397	0	0.0158	0.0387	0	0.0547	0.0186	0.0201	0.0239	0.0415	0	0.0258	0.0296	0.0308	0.016	0.0171	0.0219	0.102	0.0348	0.0319	0.0346	0.0394	0.0157	0.0158	0	0.0898	0	0.0264	0.0425	0
2__48346201__48362707__2:48346201|48362707	0	0	0.0622	0.0464	0.0191	0.045	0.0342	0.0612	0.0559	0.0954	0	0.0412	0.0158	0.0194	0.1344	0.0729	0	0.1006	0.0478	0.0415	0	0.0258	0.0296	0.0615	0.0319	0.0341	0.0658	0.0816	0.0348	0	0.0519	0.0591	0.0707	0	0.0895	0.0539	0.0723	0.0529	0.0213	0
2__60768470__60770511__2:60768470|60770511	0.0204	0	0.1244	0.0812	0	0.0751	0.0171	0	0.0372	0	0.0199	0.0618	0.0632	0.1548	0.0384	0.0182	0.0932	0.1207	0.0478	0	0	0.0773	0.0741	0.0923	0.0798	0.0853	0.0658	0.0816	0	0.0637	0.0346	0	0.0864	0	0	0.0539	0.0362	0.0925	0	0
2__60786947__60792289__2:60786947|60792289	0	0	0.0622	0.0232	0.0381	0	0	0	0	0	0	0.0206	0.0158	0.0194	0	0	0.0559	0.0201	0	0.0623	0.0342	0	0.0296	0.0154	0.0319	0	0	0.0204	0	0	0.0173	0	0.0393	0.0475	0.0298	0.0359	0.0362	0.0264	0.0425	0
2__61280244__61281242__2:61280244|61281242	0.0204	0	0.0622	0.0116	0	0.045	0	0.0408	0	0.0477	0.0397	0.0206	0	0.0581	0.0576	0.0547	0	0.0201	0.0717	0.0208	0.0685	0.0258	0.0593	0.0615	0.0319	0.0171	0.0438	0.0816	0	0.0478	0.0691	0	0.0314	0.0317	0	0.0359	0.0542	0.0264	0.0425	0.0434
2__68775221__68787956__2:68775221|68787956	0	0	0.0415	0.058	0	0.015	0.0513	0.0204	0.0372	0.0239	0	0.0412	0.0316	0.0581	0.0576	0.0729	0	0.0201	0.0478	0	0	0.0258	0	0.0461	0	0.0171	0.0438	0.0612	0.0174	0.0159	0	0	0.0393	0.0475	0.0895	0.018	0.0542	0.0397	0	0
2__75670138__75672016__2:75670138|75672016	0	0.0154	0.0622	0.0348	0.0191	0.06	0.0342	0	0	0.1193	0.0397	0	0	0.1548	0	0.0365	0.0373	0.1408	0	0.0208	0.0342	0	0.0296	0.0769	0.016	0	0	0.1224	0.0174	0	0.0519	0.0985	0.055	0.0317	0.0298	0	0.0723	0.0397	0.085	0.0434
2__86121479__86127991__2:86121479|86127991	0	0	0.0415	0.0348	0.0572	0	0.0342	0	0.0186	0.0239	0	0.0618	0.0316	0.1161	0	0.0547	0	0.0402	0.0478	0.0415	0	0	0	0	0.0798	0.0171	0.0219	0.0816	0	0.0478	0.0173	0	0.0079	0.0317	0	0.0898	0.0181	0.0132	0.0425	0
2__86159536__86162079__2:86159536|86162079	0.0204	0.0154	0.0829	0.0464	0.0381	0.1051	0.0171	0	0	0.0716	0.0993	0.0618	0.0158	0.1161	0.0192	0.0729	0.1119	0.0604	0.0956	0.0415	0.0685	0.0515	0.0296	0.0154	0.016	0.1023	0.1096	0.1224	0	0.0797	0.0691	0	0.0786	0.0951	0.1491	0	0	0.0264	0.085	0.0651
2__98635222__98645542__2:98635222|98645542	0.0204	0.0154	0.0415	0.0232	0.0381	0.03	0.0342	0.0408	0	0.0477	0.0199	0	0.0158	0	0.0768	0	0.0186	0.0201	0	0	0	0	0.0296	0	0	0.0341	0	0	0	0.0159	0.0346	0.0394	0.0157	0.0634	0	0.0539	0	0.0264	0.0213	0.0217
2__108751264__108751994__2:108751264|108751994	0	0	0.1451	0.1973	0	0.3753	0.188	0	0	0.3578	0	0.0618	0	0.3871	0.2305	0	0.0932	0.2616	0	0.1661	0	0	0	0.1691	0.0798	0	0	0.4489	0.1567	0	0.1728	0	0.0864	0.1901	0	0.2872	0	0.1586	0	0.2605
2__119881786__119882623__2:119881786|119882623	0.0204	0	0.1451	0.0232	0.0572	0.03	0.0171	0.102	0	0.0477	0.0596	0	0.079	0.0968	0.1152	0.0729	0.0559	0.1006	0	0	0.0342	0.1289	0.0148	0	0.0479	0.0171	0.1096	0.102	0.0522	0	0.0173	0	0.0157	0.0634	0.1491	0	0	0.0397	0.0638	0.0651
2__120127688__120146289__2:120127688|120146289	0	0.0154	0.0415	0.0348	0	0.06	0	0.0408	0	0	0	0	0.0474	0.0968	0	0	0.0746	0.0805	0.0239	0	0.0685	0	0.0148	0.0769	0	0	0	0.0612	0	0	0	0.1379	0.0157	0.0475	0.0298	0	0.0723	0	0	0
2__121757240__121758806__2:121757240|121758806	0.0204	0.0154	0.0622	0.0696	0.0191	0.045	0.0171	0	0	0	0.0397	0	0.0632	0.1355	0	0.0547	0.0373	0.0402	0.0239	0.0208	0	0.0258	0.0296	0	0	0	0.0219	0.0204	0.0522	0.0478	0.0519	0	0.1414	0.0475	0.0298	0.0718	0.0181	0.0529	0.0425	0
2__121757240__121763084__2:121757240|121763084	0.0204	0	0.0622	0.0232	0.0572	0.015	0	0	0	0	0.0397	0	0.0158	0.0774	0.0192	0	0	0.0201	0.0239	0	0	0.0258	0.0444	0.0923	0	0.0171	0	0.0612	0.0174	0.0319	0.0173	0.0394	0.0236	0.0475	0.0298	0	0.0181	0.0132	0.0213	0.0651
2__127329921__127343194__2:127329921|127343194	0.0204	0	0.0415	0	0	0.0901	0.0171	0.0612	0	0.0239	0.0993	0	0.0474	0	0.0576	0	0.0373	0.0201	0.0239	0	0.0342	0.0258	0	0.0769	0.016	0	0.0658	0.0204	0.0174	0.0637	0.0519	0.0197	0	0	0	0.0539	0.0362	0	0.0213	0
2__135129995__135135932__2:135129995|135135932	0.0204	0	0.0829	0.0348	0.0763	0.1801	0	0	0.0745	0.0716	0.0596	0.0206	0.0474	0.0581	0.096	0.0912	0.0373	0.0201	0.0478	0.1038	0	0.1031	0.1037	0.0615	0.0319	0.0171	0.0438	0.1224	0.0522	0.0319	0.0691	0.0591	0.0314	0.0317	0.0895	0.0898	0.0362	0	0.0425	0.0434
2__135748267__135761911__2:135748267|135761911	0	0.0154	0.0622	0.0348	0	0.1051	0.0684	0	0.0372	0.0239	0.0596	0	0.0316	0.1355	0.0192	0.0729	0	0.0201	0.0239	0	0.0342	0.0515	0.0444	0.0461	0.0319	0.0171	0	0.1224	0.0348	0.1115	0.0519	0.0591	0.0786	0.1109	0.1193	0.0359	0.0723	0.0264	0.0425	0.0217
2__144208603__144235737__2:144208603|144235737	0	0	0.0622	0.0232	0.0381	0.0751	0	0.0408	0	0	0.0199	0.0206	0	0	0.0384	0.0547	0.0186	0.1006	0	0	0	0	0	0	0.0479	0.0682	0	0.0612	0.0348	0.0637	0	0.0394	0.0157	0.0158	0	0.0359	0	0.0264	0.0213	0.0217
2__169872236__169878574__2:169872236|169878574	0	0	0.1036	0.1741	0	0.0751	0	0.102	0.1304	0.2624	0	0.103	0.1423	0.2516	0.1536	0.1459	0.2051	0.2213	0.0956	0.1869	0.0342	0	0.0444	0.0923	0.1118	0.0853	0.1096	0	0.0871	0.0956	0.121	0.1379	0.1964	0.1109	0.1193	0.1795	0.1085	0.0661	0.1276	0.0651
2__174459878__174481987__2:174459878|174481987	0	0.0154	0.0415	0.1161	0.0191	0.0901	0.0342	0.0408	0.0186	0.1193	0.0397	0.0412	0.079	0.1548	0.0384	0.0729	0.0373	0.0201	0.0717	0.0623	0.0342	0.1546	0	0.0461	0.0798	0.0682	0.0438	0.0408	0.0522	0	0	0.0591	0.0314	0.0634	0	0.0359	0.0904	0.0264	0.0638	0
2__189689527__189696369__2:189689527|189696369	0.0204	0.0154	0.0415	0	0.0763	0.06	0.0342	0.0408	0.0931	0.1193	0	0.0412	0.0474	0.0581	0.0576	0.0182	0.0373	0	0	0	0.0342	0.0515	0.0741	0.0308	0	0	0.0438	0.1224	0	0.0159	0.0691	0.0394	0.0157	0.0634	0.1789	0.0359	0.0181	0	0.0425	0.0217
2__196912882__196922186__2:196912882|196922186	0	0	0.0415	0.0348	0	0	0	0.0204	0.0186	0	0.0596	0.0412	0.0316	0.0774	0.0192	0	0	0.0201	0.0239	0	0	0	0.0148	0.0461	0	0.0341	0.0219	0	0	0.0478	0.0691	0.0197	0.0471	0.0158	0	0.0539	0.0181	0.0661	0	0.0217
2__229836848__229880128__2:229836848|229880128	0	0.0154	0.0415	0.0348	0.0191	0.045	0.0513	0.0204	0	0.0954	0.0596	0.0618	0.0316	0.1742	0.096	0.0182	0.0559	0.0402	0	0	0	0.0515	0.0444	0.0308	0.0319	0.0512	0	0.0612	0	0.0637	0.0864	0.0394	0.0471	0.0317	0	0	0	0.0397	0	0
2__230357805__230371651__2:230357805|230371651	0	0.0154	0.0415	0	0.0381	0.06	0	0	0	0.0477	0.0397	0	0.0474	0.0387	0.1152	0	0.0373	0.0402	0	0	0.0685	0.0773	0.0444	0.0154	0.016	0	0	0.0612	0.0174	0.0319	0.0173	0.0591	0.0157	0	0	0.018	0.0181	0.0397	0.0213	0
2__230357805__230401807__2:230357805|230401807	0	0	0.0415	0.0348	0.0191	0.0901	0	0.0204	0	0.0239	0.0199	0.0206	0.0316	0	0.0576	0.0365	0.0373	0.0604	0	0.0208	0	0.0515	0.0296	0.0769	0.0479	0.0341	0.0877	0.0204	0.0348	0.0319	0.0864	0.0591	0.0314	0	0.0298	0.0718	0.0723	0.0397	0.0425	0.0434
2__232014835__232015671__2:232014835|232015671	0.0204	0.0154	0.0415	0.0464	0	0.03	0	0.0204	0	0.0477	0	0.0412	0.0474	0.0581	0.0576	0.0547	0.0186	0.0201	0.0717	0.0415	0	0.0258	0.0593	0.0461	0.0319	0.0512	0.0219	0.0612	0.0174	0.0797	0.0173	0.0394	0.0471	0	0.0298	0	0.1085	0.0529	0.0425	0.0434
2__233263130__233270067__2:233263130|233270067	0	0	0.0415	0.058	0	0	0	0	0	0.0477	0.0794	0.0412	0.0158	0	0.0384	0.0365	0	0.0201	0	0	0	0.0258	0	0	0.0479	0.0512	0.0658	0.0408	0.0174	0.0319	0.0346	0.0788	0	0	0.0596	0	0	0	0.0213	0
3__9750945__9751949__3:9750945|9751949	0.0204	0	0.0622	0	0	0.1051	0	0.0204	0.0186	0	0.0199	0.0618	0.079	0.1548	0.1152	0.0547	0	0	0	0.0623	0	0.0515	0.0593	0.0154	0.0479	0.0853	0.0219	0.1224	0.0174	0.0478	0	0.0197	0.0236	0.0634	0	0.0898	0.0542	0.0661	0.1063	0.0217
3__11807833__11809682__3:11807833|11809682	0	0.0154	0.0415	0.0929	0.0763	0	0.0171	0.0204	0.0372	0.1431	0	0.1648	0	0.0387	0	0.0365	0.1119	0.1006	0.0239	0.1246	0	0.0258	0.0593	0.0461	0.0479	0.0512	0.0438	0.0204	0.0174	0.1115	0.0519	0.0591	0	0	0.0895	0.018	0.0362	0	0.0213	0.0434
3__20125905__20140364__3:20125905|20140364	0.0204	0.0154	0.0415	0.0232	0.0191	0.015	0.0342	0	0	0.0239	0.0397	0.0618	0	0.0194	0.0576	0	0	0.0604	0.0239	0.0208	0.0685	0.0258	0.0296	0	0.0319	0.0171	0.0219	0.0816	0	0.0478	0.0173	0.0985	0.0079	0	0	0.0539	0	0.0397	0	0
3__33411581__33425741__3:33411581|33425741	0.0204	0.0154	0.0415	0.0232	0.0381	0.045	0.0171	0	0.0186	0.0477	0.0397	0.0412	0.0316	0.0968	0.0384	0.0729	0	0.1006	0	0.0208	0	0.0258	0.0148	0.0154	0	0	0.0438	0.102	0.0348	0.0478	0.0691	0.0394	0.0079	0.0158	0	0.0718	0.0181	0.0397	0	0.0651
3__41224021__41227352__3:41224021|41227352	0	0.0154	0.0415	0.058	0	0.03	0	0	0	0	0	0	0.0474	0.0774	0	0.0182	0.0373	0.1006	0.0239	0	0	0	0.0296	0	0	0.0341	0.0877	0.0612	0.0174	0	0.0519	0	0.0236	0.0158	0	0.0898	0	0.0132	0	0.0217
3__47635190__47638780__3:47635190|47638780	0	0	0.0622	0.0812	0	0.0751	0.0342	0.0612	0	0.0477	0.139	0	0.1265	0.1355	0.096	0.0547	0.0373	0.0805	0	0	0.1369	0.1546	0	0.0308	0.0639	0.0682	0.0658	0.1224	0.0522	0.0637	0	0.0788	0.1414	0.1109	0.0596	0.1077	0.0723	0.0661	0	0
3__49286098__49286325__3:49286098|49286325	0	0.0154	0.0622	0.058	0.0572	0.0751	0.0171	0	0.0372	0	0.0199	0	0.0158	0.0774	0.0192	0.0182	0.0186	0.0402	0.0478	0	0	0	0.0148	0.0154	0.0639	0.0682	0.0438	0.0204	0	0.0319	0.0173	0.0197	0.0314	0.0634	0.0596	0.0359	0	0	0.0213	0.0651
3__50060956__50062108__3:50060956|50062108	0	0.0154	0.1036	0.0812	0	0.1201	0.0855	0.0612	0.0372	0.1193	0.0397	0	0.0949	0.2323	0.096	0.0729	0.0373	0.0604	0	0.0415	0.0342	0	0.0741	0.0923	0.0798	0.1535	0.1096	0.0816	0.0348	0.0159	0.1037	0.0788	0.0786	0.0792	0	0.0539	0.1266	0.0529	0.0213	0.0868
3__50252100__50253184__3:50252100|50253184	0.0204	0	0.0415	0.0464	0.0572	0	0.0855	0	0.0372	0.0239	0.0794	0	0.0316	0.0968	0.0192	0	0.0373	0.0201	0.0239	0.0415	0	0	0.1037	0.0923	0	0	0.1096	0.204	0.0871	0.0797	0	0	0.055	0.0317	0.1491	0.0539	0.0362	0.0925	0.085	0
3__107710452__107733023__3:107710452|107733023	0.0204	0.0154	0.0415	0.0464	0.0191	0.03	0.0342	0.0204	0.0186	0	0.0596	0.0206	0.0316	0.0968	0.096	0.0365	0	0.0201	0	0.1246	0	0.0773	0	0.0615	0.0319	0.0682	0	0.102	0.0174	0	0	0.0197	0.0471	0.0158	0.0298	0.018	0.0181	0.0397	0	0
3__112537735__112550262__3:112537735|112550262	0	0	0.0622	0.0232	0.0191	0.045	0.0342	0	0	0.0239	0	0.103	0.1107	0.0581	0	0.0365	0.0932	0.0604	0	0	0.0685	0.0258	0.0296	0.0154	0	0	0	0.0204	0	0.0159	0.0346	0	0.0471	0.0158	0.0596	0.0539	0.0181	0.0793	0.0425	0.0868
3__112928816__112931171__3:112928816|112931171	0	0	0.0415	0	0.0763	0.1051	0	0	0.0559	0	0	0.0206	0.079	0.0774	0.0192	0	0.0186	0	0	0	0.1027	0	0.0296	0	0.016	0.0341	0	0.0204	0	0.0319	0.0519	0	0.0236	0	0	0.0359	0.0723	0.0132	0	0
3__142347234__142376594__3:142347234|142376594	0	0	0.0415	0.0464	0	0.0751	0	0	0.0372	0.0239	0.0397	0	0.0474	0.1161	0	0.0182	0	0.0201	0.0478	0.0208	0.0685	0.1031	0.0148	0.0154	0.0479	0.0171	0.0438	0.0612	0.0348	0	0.0173	0.0394	0.0393	0	0.1193	0.0539	0.0723	0.0661	0.0425	0.0651
3__150571958__150581746__3:150571958|150581746	0	0	0.0622	0.0232	0	0	0	0.0204	0	0	0.1192	0.0206	0.0316	0.0387	0	0.0547	0.0373	0.0805	0	0.0415	0	0.0773	0	0	0.0798	0	0.0219	0.0612	0	0.0319	0.0519	0.0591	0.0157	0.0158	0	0	0.0542	0.0264	0.0425	0.0434
3__155893518__155911279__3:155893518|155911279	0.0204	0.0154	0.0622	0.0464	0.0191	0.03	0	0.0204	0	0.0239	0.0199	0.0206	0.0316	0.0194	0	0	0	0.0805	0.0239	0.0208	0.0685	0	0	0.0308	0.0319	0.1023	0.0438	0.0612	0.0348	0.0637	0.0346	0.0197	0.0079	0	0	0.0539	0	0.0132	0.0638	0.0434
3__170113360__170136665__3:170113360|170136665	0	0	0.0622	0.0232	0	0.015	0	0.0408	0	0	0.0596	0.0206	0.0316	0.0194	0	0.0182	0.0559	0.1006	0.0717	0.0415	0.0342	0.0515	0	0	0.0479	0.0682	0	0.0612	0.0174	0	0.0346	0.0591	0.0236	0	0	0.0539	0.0362	0.0397	0.0638	0.1303
3__196362294__196362687__3:196362294|196362687	0.0204	0	0.0829	0	0	0.03	0.0513	0	0	0	0.0397	0.0618	0.0474	0.1355	0.0384	0	0.0186	0.0402	0	0.0415	0.0685	0.0258	0	0	0.016	0.0341	0.0438	0	0.0174	0.0478	0.1037	0.0394	0.055	0	0.0298	0.0539	0	0.0264	0.0213	0.0217
3__196483770__196488683__3:196483770|196488683	0	0.0154	0.0415	0.0929	0.0191	0.06	0.0171	0	0	0	0.0199	0.0206	0.0316	0.1161	0.0576	0	0.0186	0	0.0478	0.0623	0.0685	0.0258	0.0296	0.0615	0.016	0.0512	0	0.0204	0	0	0.0346	0.0197	0.0236	0.0158	0.0298	0.1077	0.0181	0.0397	0.0425	0.0217
3__197865423__197871462__3:197865423|197871462	0	0	0.0829	0.0348	0.0763	0	0.0513	0	0.0186	0.1431	0	0.1236	0.079	0.1355	0	0.0729	0.0186	0.1006	0	0	0	0.1546	0	0.0615	0.1118	0.1194	0.0877	0.0612	0.0348	0.0319	0.0691	0.0788	0.0864	0.1267	0	0.0539	0	0.0397	0	0.0868
4__15625252__15644708__4:15625252|15644708	0	0	0.1036	0.0116	0.0191	0.015	0.0171	0	0	0.0239	0.0794	0.0206	0	0.0194	0.0384	0.0365	0.0373	0.0402	0.0239	0.0208	0	0	0.0593	0.0308	0.016	0.0171	0.0438	0.0204	0.0871	0.0797	0.0346	0.0591	0.0393	0	0.0895	0.0539	0.0362	0.0264	0.0213	0.0217
4__25255065__25263849__4:25255065|25263849	0	0.0154	0.0415	0.0232	0	0.015	0	0	0.0372	0.0716	0.0199	0	0.0474	0.0968	0.0192	0.0182	0	0	0.0239	0.0415	0	0.0515	0.0148	0.0461	0.0319	0.0682	0.0658	0.1224	0	0.0159	0.0691	0.0591	0.0471	0.0475	0	0.1077	0.0181	0.0264	0.0213	0
4__39848851__39849652__4:39848851|39849652	0	0.0154	0.0622	0	0.0381	0	0.0171	0.0612	0.0186	0.1193	0.0794	0	0	0.0387	0	0.0729	0.0559	0	0.0239	0.0208	0.0342	0	0	0.0154	0.016	0.0341	0	0.102	0.0348	0.0319	0.0346	0	0.0314	0.0158	0	0	0	0	0.0425	0.0217
4__42543917__42556040__4:42543917|42556040	0	0	0.0622	0.0232	0.0763	0.0901	0.0171	0	0.0559	0.0477	0	0.1442	0.0632	0.1936	0.0768	0	0	0.0402	0	0	0	0.0258	0.0444	0.0615	0.0639	0	0.0438	0.0816	0.0348	0.1115	0.0346	0.0394	0.0236	0.0317	0	0.0359	0	0.0397	0.0425	0.1303
4__48095143__48114402__4:48095143|48114402	0	0	0.0829	0.1045	0.0572	0.1351	0	0.1428	0.0186	0.1908	0.1589	0.0618	0.1107	0	0.1729	0.0547	0.0932	0.0402	0	0.0623	0	0.1289	0.0444	0.246	0.1756	0.0512	0.0877	0.1224	0.0697	0.0797	0.0346	0.0394	0.1571	0	0	0.1975	0.1808	0.0793	0.0638	0.1737
4__48369849__48379848__4:48369849|48379848	0.0204	0.0154	0.0415	0.0348	0.0191	0.015	0.0171	0.0408	0.0372	0.0716	0.0199	0.0618	0.0632	0.0774	0	0.0729	0.0373	0.0201	0.0239	0	0	0.1546	0.0148	0.0308	0.0479	0.0682	0.0219	0	0.0174	0.0478	0.0346	0.0394	0.0236	0.0475	0.0298	0.018	0.0542	0.0529	0.085	0.0651
4__48833401__48857365__4:48833401|48857365	0.0204	0	0.0622	0.0348	0.0953	0.06	0.0171	0	0.0186	0.0477	0.0199	0	0	0	0	0.0182	0.0932	0.0805	0.0956	0.0623	0.1369	0.0515	0.0148	0.0615	0.0319	0	0.0219	0	0.0697	0.0637	0.0346	0	0.0707	0.0317	0.0596	0.0539	0.0362	0.0397	0	0.0434
4__56478379__56483270__4:56478379|56483270	0	0.0154	0.1036	0.0464	0	0.0751	0.0513	0	0.0372	0.1431	0.1589	0.1236	0.079	0.2129	0.1152	0.1094	0.1119	0.0604	0.0478	0.0208	0.0685	0.0258	0.0296	0.123	0.0479	0.0512	0.1096	0.0612	0.0174	0.0159	0.0173	0.0591	0.0786	0	0	0.2513	0.0362	0.0397	0.0425	0.1085
4__73085249__73097272__4:73085249|73097272	0	0	0.0415	0.0232	0.0572	0.045	0	0.0408	0	0.0477	0	0	0	0.0194	0.0192	0	0.0186	0	0.0239	0.0208	0.0342	0	0.0148	0.0615	0.0639	0	0.0658	0.0204	0.0348	0.0319	0	0.0591	0	0.0158	0.0596	0	0.0723	0	0	0
4__82866808__82867316__4:82866808|82867316	0	0	0.0415	0.0116	0.0381	0.045	0.0342	0	0.0372	0.0477	0.0397	0.0206	0.0316	0.0387	0	0.0182	0.0559	0.0604	0	0	0.0342	0.0258	0	0.0615	0.0479	0.0171	0.0219	0.0204	0	0.0478	0.0173	0.0197	0.0157	0	0	0.0359	0.0362	0	0.0638	0.0217
4__82874611__82875822__4:82874611|82875822	0	0	0.0415	0.0464	0.0191	0.03	0	0.102	0.0372	0.0477	0.0397	0	0	0.0387	0.0384	0.0729	0.0559	0	0	0	0.0685	0	0	0	0.0319	0.1023	0	0.0408	0.0174	0	0.0346	0.0197	0.0314	0.0158	0	0.0359	0	0.0529	0	0.0434
4__83439863__83446086__4:83439863|83446086	0	0	0.0415	0.0696	0	0	0	0	0	0	0.0397	0.0412	0.0316	0.1742	0.1344	0.0182	0	0.0805	0	0.0623	0	0	0	0	0.0639	0.0171	0.0877	0.0408	0	0	0.1037	0.0197	0.0628	0.0317	0	0.0539	0	0.0132	0	0
4__83446835__83448961__4:83446835|83448961	0	0	0.0415	0.0812	0	0.015	0.0684	0	0.0186	0.1431	0	0	0.0316	0.3677	0.1152	0.0912	0	0.0604	0.0239	0	0	0.0258	0.0296	0.0154	0	0.0341	0.0877	0.1224	0.0522	0.0956	0.0691	0	0.1964	0.0951	0.1193	0.0718	0.0542	0.0132	0.0213	0
4__105396249__105424322__4:105396249|105424322	0.0204	0	0.0829	0.058	0.0191	0.0901	0.0513	0	0.0559	0.0239	0	0	0.0158	0.1355	0	0	0	0.1006	0.0239	0.0208	0.1027	0	0	0.0461	0.0639	0	0.0438	0.1428	0.0348	0.0797	0	0	0	0	0.0298	0.0898	0.0542	0.119	0	0.1085
4__106171095__106212835__4:106171095|106212835	0.0204	0	0.0415	0.0348	0.0572	0.045	0.0342	0	0.0559	0	0.0794	0.0206	0.0474	0.0581	0.0768	0.0182	0.0373	0.0402	0.0478	0.0208	0	0.1031	0.0148	0.0461	0.016	0.0341	0.0438	0.0204	0	0.0478	0.0346	0.0788	0.0393	0.0475	0	0.0539	0.0904	0.0397	0.0213	0
4__108655564__108657647__4:108655564|108657647	0	0.0154	0.0415	0.0348	0	0.03	0.0342	0	0	0.0716	0.0199	0.0412	0	0	0	0	0.0559	0	0.0239	0	0	0	0.0296	0	0.016	0	0.0438	0.102	0	0.0478	0.0691	0.0197	0.0157	0	0	0.0539	0.0362	0.0397	0.0213	0
4__109491327__109516640__4:109491327|109516640	0	0.0154	0.0415	0.0348	0	0.045	0.0171	0	0	0.0477	0	0.0206	0	0.0387	0	0.0365	0	0.0604	0	0.0208	0	0	0.0296	0.0154	0.0479	0.0341	0.0658	0	0	0	0	0.0197	0.0079	0.0158	0	0.018	0.0181	0.0397	0	0.0651
4__119267320__119269837__4:119267320|119269837	0	0.0154	0.0829	0.0232	0	0.03	0.0171	0	0.0186	0.0954	0.0199	0	0.0316	0	0.0384	0.0729	0.0186	0.1408	0	0	0	0	0.0148	0	0.0479	0.0341	0.0877	0.0612	0	0.0159	0.0691	0.0394	0.0393	0.0158	0	0.0898	0	0.0264	0	0.0217
4__128831733__128852268__4:128831733|128852268	0	0.0154	0.1244	0.0348	0	0	0.0171	0	0.0931	0.0477	0.0397	0.0206	0.0316	0.0774	0.0384	0.0365	0.0559	0	0	0.0208	0.0685	0.0258	0	0.0615	0	0.0512	0.0219	0.0408	0	0.0319	0.0864	0.0197	0.0393	0.0475	0	0	0.0181	0.0793	0.0213	0
4__145845956__145849561__4:145845956|145849561	0	0.0154	0.0415	0.058	0	0.06	0.0342	0	0	0.1193	0.0794	0.0618	0.0474	0.0774	0.0192	0.0365	0	0	0	0.0415	0	0.0258	0.0444	0.0615	0.0319	0.0341	0.1096	0	0	0.0637	0.0519	0.0394	0.0236	0.0634	0	0.1257	0.0181	0.0264	0.085	0.0217
4__146503849__146510049__4:146503849|146510049	0	0.0154	0.0829	0.0348	0	0	0.0171	0	0	0.0716	0	0.0618	0	0.0774	0.0576	0	0	0.0201	0.0239	0.0415	0.0342	0.0258	0.0593	0	0.0798	0.0171	0.0438	0.0816	0.0174	0.0319	0	0.0591	0.0393	0	0	0.018	0	0.0264	0.0425	0
4__148152469__148154901__4:148152469|148154901	0.0204	0.0154	0.1451	0.0696	0.0572	0.045	0.0171	0	0	0.0477	0	0.0206	0.079	0	0.0192	0.0182	0.0746	0.0201	0.0717	0.0415	0.0342	0.0258	0.0593	0.0308	0.0639	0.0512	0	0.0612	0	0.0319	0.0173	0	0.0314	0.0475	0.0298	0	0.0362	0.0661	0.085	0.0217
4__169580842__169590809__4:169580842|169590809	0	0.0154	0.0622	0.0232	0	0.0751	0	0	0.0745	0.0239	0.0794	0	0	0.1548	0.0384	0	0.0559	0.0201	0.0239	0.0415	0.0685	0.0258	0.0296	0.0154	0.1277	0.0512	0.0658	0.1224	0.0348	0.0159	0.0519	0.0394	0.0393	0.0158	0	0.1077	0.0542	0.0132	0	0.0217
